familia,articulo,fecha_venta,festivo,precio,cantidad,importe,orden_articulo_familia,tavg_w,tmin_w,tmax_w,prcp_w,wdir_w,wspd_w,pres_w
BOLLERIA,5803,2022-03-03,,3.0,60.0,180.0,5,17.4,12.9,23.8,1.6,288.0,18.6,1017.9
PASTELERIA,5403,2022-03-03,,36.81800079345703,4.800000190734863,176.7259979248047,2,17.4,12.9,23.8,1.6,288.0,18.6,1017.9
BOLLERIA,6425,2022-03-03,,32.590999603271484,10.48200011253357,341.6183967590332,2,17.4,12.9,23.8,1.6,288.0,18.6,1017.9
PANADERIA,968,2022-03-03,,2.308000087738037,246.0,567.7679901123047,1,17.4,12.9,23.8,1.6,288.0,18.6,1017.9
PANADERIA,968,2022-07-07,,2.45199990272522,189.0,463.42800521850586,1,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
BOLLERIA,6425,2022-07-07,,34.090999603271484,12.218999981880188,416.5579013824463,2,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
BOLLERIA,3880,2022-07-07,,3.2730000019073486,102.0,333.84600830078125,3,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
PANADERIA,1043,2022-07-07,,3.0290000438690186,156.0,472.5239982604981,2,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
PANADERIA,417,2022-07-07,,4.614999771118164,81.0,373.8150024414063,5,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
BOLLERIA,3960,2022-07-07,,2.5910000801086426,144.0,373.10400199890137,1,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
PANADERIA,1084,2022-07-07,,1.1540000438690186,321.0,370.4340000152588,4,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
BOLLERIA,6286,2022-07-07,,3.818000078201294,72.0,274.8960075378418,4,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
BOLLERIA,5803,2022-07-07,,3.5450000762939453,36.0,127.62000274658205,5,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
PASTELERIA,6523,2022-07-07,,39.54499816894531,9.0,355.9050064086914,3,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
PANADERIA,900,2022-07-07,,1.0099999904632568,168.0,169.6799988746643,3,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
PASTELERIA,6451,2022-07-07,,43.5,3.0,130.5,4,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
PASTELERIA,5403,2022-07-07,,39.54499816894531,6.0,237.2700042724609,2,24.0,20.5,29.7,0.0,172.0,13.4,1020.8
PANADERIA,968,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),2.45199990272522,372.0,912.1440048217772,1,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
PANADERIA,1043,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),3.0290000438690186,300.0,908.6999912261964,2,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
BOLLERIA,3960,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),2.5910000801086426,315.0,816.164999961853,1,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
PASTELERIA,6451,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),43.5,9.0,391.5,4,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
PASTELERIA,6523,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),39.54499816894531,21.0,830.4450149536133,3,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
BOLLERIA,6286,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),3.818000078201294,153.0,584.1539974212646,4,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
BOLLERIA,5803,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),3.5450000762939453,258.0,914.6100063323976,5,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
PANADERIA,417,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),4.614999771118164,84.0,387.6599988937378,5,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
PASTELERIA,5403,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),39.54499816894531,12.0,474.5400085449219,2,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
BOLLERIA,6425,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),34.090999603271484,20.532000243663788,699.9570999145508,2,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
BOLLERIA,3880,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),3.2730000019073486,288.0,942.6240234375,3,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
PANADERIA,900,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),1.0099999904632568,606.0,612.0599954128265,3,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
PANADERIA,1084,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),1.1540000438690186,438.0,505.4519958496094,4,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
PASTELERIA,5404,2022-10-12,Día de la Hispanidad (Fiesta Nacional de España),42.27299880981445,13.800000190734863,583.3670043945312,1,20.4,17.4,25.7,0.0,260.0,10.1,1019.2
PANADERIA,417,2022-11-16,,4.614999771118164,75.0,346.125,5,19.2,17.3,23.2,0.0,301.0,7.0,1015.1
PANADERIA,900,2022-11-16,,1.0099999904632568,372.0,375.71999526023865,3,19.2,17.3,23.2,0.0,301.0,7.0,1015.1
PANADERIA,1043,2022-11-16,,3.0290000438690186,87.0,263.5229969024658,2,19.2,17.3,23.2,0.0,301.0,7.0,1015.1
BOLLERIA,5803,2022-11-16,,3.5450000762939453,72.0,255.2400054931641,5,19.2,17.3,23.2,0.0,301.0,7.0,1015.1
PANADERIA,968,2022-11-16,,2.45199990272522,168.0,411.9360046386719,1,19.2,17.3,23.2,0.0,301.0,7.0,1015.1
BOLLERIA,6425,2022-11-16,,34.090999603271484,5.888999938964844,200.76179885864255,2,19.2,17.3,23.2,0.0,301.0,7.0,1015.1
BOLLERIA,6286,2022-11-16,,3.818000078201294,81.0,309.2580032348633,4,19.2,17.3,23.2,0.0,301.0,7.0,1015.1
PASTELERIA,6523,2022-11-16,,39.54499816894531,3.0,118.63500213623048,3,19.2,17.3,23.2,0.0,301.0,7.0,1015.1
PANADERIA,1084,2022-11-16,,1.1540000438690186,297.0,342.7379970550537,4,19.2,17.3,23.2,0.0,301.0,7.0,1015.1
BOLLERIA,3880,2022-11-16,,3.2730000019073486,177.0,579.3210144042969,3,19.2,17.3,23.2,0.0,301.0,7.0,1015.1
PASTELERIA,5404,2022-11-16,,42.27299880981445,4.5,190.22900390625,1,19.2,17.3,23.2,0.0,301.0,7.0,1015.1
BOLLERIA,3960,2022-11-16,,2.5910000801086426,204.0,528.5640029907227,1,19.2,17.3,23.2,0.0,301.0,7.0,1015.1
PANADERIA,968,2023-02-06,,2.549999952316284,159.0,405.4500031471253,1,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
BOLLERIA,6286,2023-02-06,,4.091000080108643,135.0,552.2850036621094,4,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
PANADERIA,1084,2023-02-06,,1.2000000476837158,390.0,467.9999985694885,4,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
PASTELERIA,6549,2023-02-06,,32.590999603271484,3.0,97.77300262451172,5,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
BOLLERIA,6425,2023-02-06,,34.090999603271484,9.173999905586244,312.751091003418,2,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
BOLLERIA,3960,2023-02-06,,2.726999998092652,297.0,809.9189758300781,1,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
PASTELERIA,5403,2023-02-06,,40.77299880981445,3.0,122.31900024414062,2,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
BOLLERIA,5803,2023-02-06,,3.5450000762939453,81.0,287.1450061798096,5,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
PASTELERIA,6523,2023-02-06,,40.77299880981445,3.0,122.31900024414062,3,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
PANADERIA,900,2023-02-06,,1.0499999523162842,420.0,441.0,3,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
PANADERIA,1043,2023-02-06,,3.150000095367432,120.0,377.99999618530273,2,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
PASTELERIA,6451,2023-02-06,,43.5,12.0,522.0,4,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
BOLLERIA,3880,2023-02-06,,3.5450000762939453,225.0,797.6249980926514,3,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
PANADERIA,417,2023-02-06,,4.800000190734863,69.0,331.19999504089355,5,10.5,4.0,16.9,7.0,229.0,15.0,1023.9
PANADERIA,900,2023-02-20,,1.0499999523162842,372.0,390.6000051498413,3,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
PASTELERIA,6523,2023-02-20,,40.77299880981445,6.0,244.63800048828125,3,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
PANADERIA,1084,2023-02-20,,1.2000000476837158,330.0,395.9999914169312,4,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
PASTELERIA,6451,2023-02-20,,43.5,6.0,261.0,4,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
BOLLERIA,3880,2023-02-20,,3.5450000762939453,225.0,797.6250038146973,3,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
PANADERIA,417,2023-02-20,,4.800000190734863,114.0,547.1999988555908,5,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
BOLLERIA,6425,2023-02-20,,34.090999603271484,6.426000118255615,219.06829833984372,2,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
BOLLERIA,6286,2023-02-20,,4.363999843597412,87.0,379.66799449920654,4,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
PANADERIA,1043,2023-02-20,,3.150000095367432,174.0,548.0999965667725,2,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
PASTELERIA,5403,2023-02-20,,40.77299880981445,4.5,183.47900390625,2,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
BOLLERIA,5803,2023-02-20,,3.5450000762939453,69.0,244.6050033569336,5,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
PASTELERIA,5404,2023-02-20,,43.5,3.0,130.5,1,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
BOLLERIA,3960,2023-02-20,,3.2730000019073486,258.0,844.4340209960938,1,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
PANADERIA,968,2023-02-20,,2.549999952316284,234.0,596.7000017166138,1,14.5,10.3,19.4,0.0,235.0,9.5,1022.4
PANADERIA,1084,2023-04-27,,1.2000000476837158,252.0,302.399995803833,4,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
BOLLERIA,5803,2023-04-27,,3.5450000762939453,111.0,393.4950008392334,5,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
PANADERIA,417,2023-04-27,,4.800000190734863,66.0,316.8000011444092,5,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
BOLLERIA,3960,2023-04-27,,3.2730000019073486,216.0,706.968017578125,1,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
PANADERIA,968,2023-04-27,,2.549999952316284,243.0,619.649998664856,1,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
PANADERIA,1043,2023-04-27,,3.150000095367432,186.0,585.9000053405762,2,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
BOLLERIA,3880,2023-04-27,,3.5450000762939453,174.0,616.8300113677979,3,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
PASTELERIA,5403,2023-04-27,,40.77299880981445,8.099999904632568,330.2620086669922,2,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
PASTELERIA,6451,2023-04-27,,43.5,3.0,130.5,4,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
PANADERIA,900,2023-04-27,,1.0499999523162842,171.0,179.54999828338623,3,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
BOLLERIA,6425,2023-04-27,,34.090999603271484,11.873999953269958,404.796594619751,2,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
PASTELERIA,6523,2023-04-27,,40.77299880981445,6.0,244.63800048828125,3,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
BOLLERIA,6286,2023-04-27,,4.363999843597412,84.0,366.5760021209717,4,19.1,15.0,24.5,0.0,122.0,9.9,1015.1
PANADERIA,417,2023-04-30,,4.800000190734863,39.0,187.1999969482422,5,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
BOLLERIA,3960,2023-04-30,,3.2730000019073486,330.0,1080.0900268554688,1,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
BOLLERIA,6286,2023-04-30,,4.363999843597412,150.0,654.600004196167,4,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
PANADERIA,968,2023-04-30,,2.549999952316284,360.0,918.0000109672546,1,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
PASTELERIA,5403,2023-04-30,,40.77299880981445,28.5,1162.031005859375,2,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
PANADERIA,900,2023-04-30,,1.0499999523162842,216.0,226.79999923706052,3,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
BOLLERIA,3880,2023-04-30,,3.5450000762939453,237.0,840.1650009155273,3,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
BOLLERIA,6425,2023-04-30,,34.090999603271484,15.377999782562256,524.2505970001221,2,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
PASTELERIA,6549,2023-04-30,,32.590999603271484,27.0,879.9570159912109,5,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
PANADERIA,1084,2023-04-30,,1.2000000476837158,219.0,262.7999978065491,4,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
PASTELERIA,6451,2023-04-30,,43.5,27.0,1174.5,4,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
BOLLERIA,5803,2023-04-30,,3.5450000762939453,126.0,446.6700038909912,5,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
PANADERIA,1043,2023-04-30,,3.150000095367432,384.0,1209.6000022888184,2,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
PASTELERIA,6523,2023-04-30,,40.77299880981445,9.0,366.9570007324219,3,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
PASTELERIA,5404,2023-04-30,,43.5,35.10000038146973,1526.8500061035156,1,23.1,18.2,27.7,0.0,239.0,15.3,1014.9
PASTELERIA,5404,2021-08-10,,39.54499816894531,14.700000286102297,581.3120040893555,1,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
PANADERIA,900,2021-08-10,,0.8650000095367432,573.0,495.6450002193451,3,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
BOLLERIA,5803,2021-08-10,,2.726999998092652,51.0,139.07699584960938,5,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
PASTELERIA,6451,2021-08-10,,37.90900039672852,6.0,227.45399475097656,4,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
BOLLERIA,6286,2021-08-10,,3.135999917984009,63.0,197.56800174713132,4,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
PANADERIA,1043,2021-08-10,,2.595999956130981,183.0,475.0679988861084,2,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
PANADERIA,968,2021-08-10,,2.1630001068115234,270.0,584.0099973678589,1,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
PASTELERIA,6549,2021-08-10,,28.5,3.0,85.5,5,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
PANADERIA,1084,2021-08-10,,0.8650000095367432,381.0,329.56500267982483,4,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
BOLLERIA,6425,2021-08-10,,31.36400032043457,14.57699990272522,457.1924896240234,2,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
PASTELERIA,6523,2021-08-10,,32.590999603271484,9.0,293.3190078735352,3,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
PASTELERIA,5403,2021-08-10,,34.090999603271484,13.5,460.22900390625,2,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
BOLLERIA,3880,2021-08-10,,2.5910000801086426,132.0,342.01199436187744,3,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
BOLLERIA,3960,2021-08-10,,2.318000078201294,243.0,563.2740044593811,1,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
PANADERIA,417,2021-08-10,,4.038000106811523,60.0,242.2800025939941,5,26.7,23.9,31.0,0.0,115.0,9.9,1015.0
PASTELERIA,5403,2021-08-30,,34.090999603271484,4.800000190734863,163.63699340820312,2,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
PASTELERIA,6451,2021-08-30,,37.90900039672852,15.0,568.6349868774414,4,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
PANADERIA,900,2021-08-30,,0.8650000095367432,663.0,573.4949979782104,3,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
PANADERIA,1043,2021-08-30,,2.595999956130981,162.0,420.5520038604736,2,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
PASTELERIA,6549,2021-08-30,,28.5,9.0,256.5,5,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
BOLLERIA,6425,2021-08-30,,31.36400032043457,9.390000104904177,294.50799560546875,2,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
BOLLERIA,3880,2021-08-30,,2.5910000801086426,57.0,147.68700122833252,3,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
PASTELERIA,5404,2021-08-30,,39.54499816894531,11.100000381469728,438.9499969482422,1,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
PANADERIA,417,2021-08-30,,4.038000106811523,81.0,327.07800102233887,5,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
PASTELERIA,6523,2021-08-30,,32.590999603271484,18.0,586.6380157470703,3,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
BOLLERIA,5803,2021-08-30,,2.726999998092652,48.0,130.89599609375,5,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
PANADERIA,968,2021-08-30,,2.1630001068115234,222.0,480.1859917640686,1,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
BOLLERIA,3960,2021-08-30,,2.318000078201294,207.0,479.8259944915772,1,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
BOLLERIA,6286,2021-08-30,,3.135999917984009,60.0,188.16000270843503,4,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
PANADERIA,1084,2021-08-30,,0.8650000095367432,294.0,254.310004234314,4,26.4,21.9,31.3,0.0,237.0,19.9,1011.8
PASTELERIA,5403,2022-01-04,,36.81800079345703,4.800000190734863,176.7259979248047,2,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
BOLLERIA,6425,2022-01-04,,32.590999603271484,9.989999949932098,325.58449935913086,2,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
PASTELERIA,6451,2022-01-04,,40.77299880981445,6.0,244.63800048828125,4,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
BOLLERIA,3880,2022-01-04,,3.0,63.0,189.0,3,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
PANADERIA,968,2022-01-04,,2.308000087738037,288.0,664.7039909362793,1,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
PANADERIA,900,2022-01-04,,1.0099999904632568,663.0,669.6300106048584,3,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
PANADERIA,1084,2022-01-04,,1.0099999904632568,297.0,299.96999645233154,4,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
BOLLERIA,3960,2022-01-04,,2.5910000801086426,201.0,520.7910070419312,1,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
BOLLERIA,6286,2022-01-04,,3.4089999198913574,69.0,235.22100353240967,4,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
PASTELERIA,5404,2022-01-04,,40.77299880981445,3.0,122.31900024414062,1,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
PASTELERIA,6523,2022-01-04,,36.81800079345703,6.0,220.9080047607422,3,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
PANADERIA,417,2022-01-04,,4.327000141143799,78.0,337.5060005187988,5,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
PANADERIA,1043,2022-01-04,,2.740000009536743,201.0,550.7400016784668,2,12.9,7.1,22.3,0.3,291.0,12.2,1019.5
PASTELERIA,5404,2022-01-13,,40.77299880981445,6.0,244.63800048828125,1,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
PANADERIA,1043,2022-01-13,,2.740000009536743,207.0,567.1799974441528,2,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
PANADERIA,1084,2022-01-13,,1.0099999904632568,345.0,348.44999957084656,4,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
PANADERIA,417,2022-01-13,,4.327000141143799,75.0,324.52500438690186,5,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
PANADERIA,900,2022-01-13,,1.0099999904632568,456.0,460.5600032806397,3,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
PASTELERIA,5403,2022-01-13,,36.81800079345703,3.299999952316284,121.4990005493164,2,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
BOLLERIA,3880,2022-01-13,,3.0,159.0,477.0,3,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
BOLLERIA,3960,2022-01-13,,2.5910000801086426,156.0,404.1959991455078,1,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
PASTELERIA,6451,2022-01-13,,40.77299880981445,12.0,489.2760009765625,4,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
BOLLERIA,5803,2022-01-13,,3.0,75.0,225.0,5,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
BOLLERIA,6425,2022-01-13,,32.590999603271484,5.346000015735626,174.2314968109131,2,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
BOLLERIA,6286,2022-01-13,,3.4089999198913574,45.0,153.4050006866455,4,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
PASTELERIA,6523,2022-01-13,,36.81800079345703,9.0,331.3620071411133,3,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
PANADERIA,968,2022-01-13,,2.308000087738037,327.0,754.7159996032715,1,13.8,12.3,15.7,0.0,100.0,32.2,1030.0
PASTELERIA,6523,2022-01-17,,36.81800079345703,15.0,552.2700119018555,3,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
PASTELERIA,6549,2022-01-17,,29.86400032043457,3.0,89.59200286865234,5,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
PASTELERIA,6451,2022-01-17,,40.77299880981445,9.0,366.9570007324219,4,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
PANADERIA,900,2022-01-17,,1.0099999904632568,543.0,548.4299974441528,3,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
PANADERIA,1084,2022-01-17,,1.0099999904632568,321.0,324.20999908447266,4,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
BOLLERIA,6286,2022-01-17,,3.4089999198913574,87.0,296.58299922943115,4,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
PASTELERIA,5403,2022-01-17,,36.81800079345703,3.299999952316284,121.4990005493164,2,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
BOLLERIA,5803,2022-01-17,,3.0,54.0,162.0,5,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
PANADERIA,1043,2022-01-17,,2.740000009536743,207.0,567.180006980896,2,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
BOLLERIA,3880,2022-01-17,,3.0,156.0,468.0,3,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
BOLLERIA,6425,2022-01-17,,32.590999603271484,12.7680002450943,416.12149810791016,2,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
BOLLERIA,3960,2022-01-17,,2.5910000801086426,162.0,419.742000579834,1,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
PANADERIA,968,2022-01-17,,2.308000087738037,321.0,740.8679885864258,1,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
PANADERIA,417,2022-01-17,,4.327000141143799,45.0,194.7149982452393,5,11.6,8.0,16.3,0.0,15.0,13.0,1031.7
PASTELERIA,5404,2022-06-03,,42.27299880981445,20.850000381469727,881.3920288085938,1,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
PASTELERIA,5403,2022-06-03,,39.54499816894531,15.0,593.1750106811523,2,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
PASTELERIA,6451,2022-06-03,,43.5,3.0,130.5,4,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
BOLLERIA,5803,2022-06-03,,3.5450000762939453,66.0,233.9700050354004,5,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
BOLLERIA,6286,2022-06-03,,3.818000078201294,54.0,206.1720027923584,4,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
BOLLERIA,6425,2022-06-03,,34.090999603271484,21.72900027036667,740.7637062072754,2,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
PANADERIA,900,2022-06-03,,1.0099999904632568,351.0,354.5100009441376,3,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
PANADERIA,417,2022-06-03,,4.614999771118164,54.0,249.2100019454956,5,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
BOLLERIA,3880,2022-06-03,,3.2730000019073486,129.0,422.2170104980469,3,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
PANADERIA,1084,2022-06-03,,1.1540000438690186,288.0,332.3519916534424,4,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
PASTELERIA,6549,2022-06-03,,32.590999603271484,6.0,195.54600524902344,5,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
BOLLERIA,3960,2022-06-03,,2.5910000801086426,300.0,777.2999973297119,1,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
PANADERIA,1043,2022-06-03,,3.0290000438690186,141.0,427.08899879455566,2,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
PANADERIA,968,2022-06-03,,2.45199990272522,168.0,411.9360036849976,1,24.7,20.4,30.4,0.0,251.0,19.9,1013.7
PASTELERIA,5404,2022-06-12,,42.27299880981445,28.5,1204.7820129394531,1,24.2,20.7,29.4,0.0,153.0,10.5,1019.2
PANADERIA,1043,2022-06-12,,3.0290000438690186,327.0,990.4829921722412,2,24.2,20.7,29.4,0.0,153.0,10.5,1019.2
PANADERIA,968,2022-06-12,,2.45199990272522,363.0,890.0759983062744,1,24.2,20.7,29.4,0.0,153.0,10.5,1019.2
BOLLERIA,5803,2022-06-12,,3.5450000762939453,51.0,180.7950038909912,5,24.2,20.7,29.4,0.0,153.0,10.5,1019.2
BOLLERIA,6425,2022-06-12,,34.090999603271484,29.072999835014343,991.127405166626,2,24.2,20.7,29.4,0.0,153.0,10.5,1019.2
BOLLERIA,3880,2022-06-12,,3.2730000019073486,138.0,451.6740112304688,3,24.2,20.7,29.4,0.0,153.0,10.5,1019.2
PASTELERIA,5403,2022-06-12,,39.54499816894531,7.5,296.5880126953125,2,24.2,20.7,29.4,0.0,153.0,10.5,1019.2
PASTELERIA,6523,2022-06-12,,39.54499816894531,6.0,237.2700042724609,3,24.2,20.7,29.4,0.0,153.0,10.5,1019.2
BOLLERIA,3960,2022-06-12,,2.5910000801086426,357.0,924.9870147705078,1,24.2,20.7,29.4,0.0,153.0,10.5,1019.2
PANADERIA,1084,2022-06-12,,1.1540000438690186,414.0,477.75598907470703,4,24.2,20.7,29.4,0.0,153.0,10.5,1019.2
PANADERIA,417,2022-06-12,,4.614999771118164,90.0,415.3500022888184,5,24.2,20.7,29.4,0.0,153.0,10.5,1019.2
